status_id,status,description,date_of_change,loan_agreement_id
1234,closed,Loan successfully repaid,2021-01-14,1234
1235,overdue,Payment overdue,2020-09-04,1235
1236,active,Loan in good standing,2022-06-29,1236
1237,overdue,Payment overdue,2022-10-04,1237
1238,active,Loan in good standing,2023-11-26,1238
1239,closed,Loan successfully repaid,2017-06-04,1239
1240,active,Loan in good standing,2022-08-19,1240
1241,overdue,Payment overdue,2023-03-16,1241
1242,active,Loan in good standing,2021-04-27,1242
1243,closed,Loan successfully repaid,2018-12-01,1243
1244,closed,Loan successfully repaid,2019-03-14,1244
1245,overdue,Payment overdue,2021-11-14,1245
1246,overdue,Payment overdue,2022-01-25,1246
1247,overdue,Payment overdue,2021-10-20,1247
1248,active,Loan in good standing,2023-11-26,1248
1249,active,Loan in good standing,2023-02-16,1249
1250,closed,Loan successfully repaid,2021-02-24,1250
1251,overdue,Payment overdue,2020-07-12,1251
1252,overdue,Payment overdue,2022-01-22,1252
1253,active,Loan in good standing,2023-08-15,1253
1254,overdue,Payment overdue,2023-07-28,1254
1255,closed,Loan successfully repaid,2021-11-07,1255
1256,closed,Loan successfully repaid,2021-09-21,1256
1257,active,Loan in good standing,2023-11-06,1257
1258,active,Loan in good standing,2020-07-25,1258
1259,overdue,Payment overdue,2017-09-13,1259
1260,overdue,Payment overdue,2023-11-12,1260
1261,active,Loan in good standing,2023-02-20,1261
1262,overdue,Payment overdue,2020-08-08,1262
1263,overdue,Payment overdue,2021-04-14,1263
1264,overdue,Payment overdue,2019-12-27,1264
1265,closed,Loan successfully repaid,2022-08-04,1265
1266,active,Loan in good standing,2023-07-02,1266
1267,active,Loan in good standing,2022-03-17,1267
1268,closed,Loan successfully repaid,2018-09-27,1268
1269,active,Loan in good standing,2022-11-15,1269
1270,active,Loan in good standing,2023-11-26,1270
1271,closed,Loan successfully repaid,2020-12-10,1271
1272,overdue,Payment overdue,2020-04-03,1272
1273,active,Loan in good standing,2022-09-09,1273
1274,overdue,Payment overdue,2023-10-08,1274
1275,overdue,Payment overdue,2022-08-06,1275
1276,closed,Loan successfully repaid,2022-01-15,1276
1277,closed,Loan successfully repaid,2022-02-08,1277
1278,closed,Loan successfully repaid,2021-06-17,1278
1279,overdue,Payment overdue,2023-05-12,1279
1280,overdue,Payment overdue,2023-09-18,1280
1281,overdue,Payment overdue,2019-08-17,1281
1282,active,Loan in good standing,2023-06-02,1282
1283,overdue,Payment overdue,2023-08-09,1283
1284,closed,Loan successfully repaid,2019-11-18,1284
1285,closed,Loan successfully repaid,2017-08-23,1285
1286,active,Loan in good standing,2023-11-26,1286
1287,active,Loan in good standing,2018-05-20,1287
1288,active,Loan in good standing,2022-02-20,1288
1289,closed,Loan successfully repaid,2018-04-24,1289
1290,overdue,Payment overdue,2019-09-20,1290
1291,closed,Loan successfully repaid,2018-04-05,1291
1292,overdue,Payment overdue,2022-12-26,1292
1293,active,Loan in good standing,2023-11-26,1293
1294,active,Loan in good standing,2023-01-06,1294
1295,closed,Loan successfully repaid,2021-09-22,1295
1296,active,Loan in good standing,2023-06-09,1296
1297,active,Loan in good standing,2022-11-21,1297
1298,closed,Loan successfully repaid,2019-08-21,1298
1299,closed,Loan successfully repaid,2020-03-03,1299
1300,overdue,Payment overdue,2022-03-10,1300
1301,active,Loan in good standing,2023-05-17,1301
1302,active,Loan in good standing,2023-11-26,1302
1303,active,Loan in good standing,2023-02-28,1303
1304,active,Loan in good standing,2018-05-29,1304
1305,closed,Loan successfully repaid,2023-01-20,1305
1306,overdue,Payment overdue,2023-01-01,1306
1307,active,Loan in good standing,2021-10-08,1307
1308,active,Loan in good standing,2020-10-04,1308
1309,overdue,Payment overdue,2023-09-30,1309
1310,closed,Loan successfully repaid,2021-06-14,1310
1311,overdue,Payment overdue,2023-08-29,1311
1312,closed,Loan successfully repaid,2021-04-03,1312
1313,closed,Loan successfully repaid,2023-08-19,1313
1314,overdue,Payment overdue,2019-03-19,1314
1315,active,Loan in good standing,2023-11-02,1315
1316,overdue,Payment overdue,2023-07-26,1316
1317,overdue,Payment overdue,2019-08-12,1317
1318,overdue,Payment overdue,2023-08-24,1318
1319,closed,Loan successfully repaid,2023-03-29,1319
1320,overdue,Payment overdue,2022-05-12,1320
1321,closed,Loan successfully repaid,2019-09-10,1321
1322,overdue,Payment overdue,2023-11-26,1322
1323,overdue,Payment overdue,2021-08-27,1323
1324,overdue,Payment overdue,2021-04-07,1324
1325,active,Loan in good standing,2020-03-13,1325
1326,closed,Loan successfully repaid,2019-06-08,1326
1327,overdue,Payment overdue,2022-03-28,1327
1328,overdue,Payment overdue,2023-08-25,1328
1329,active,Loan in good standing,2023-11-26,1329
1330,overdue,Payment overdue,2022-03-24,1330
1331,closed,Loan successfully repaid,2023-06-21,1331
1332,active,Loan in good standing,2021-07-25,1332
1333,overdue,Payment overdue,2022-03-26,1333
1334,overdue,Payment overdue,2023-11-05,1334
1335,closed,Loan successfully repaid,2019-05-06,1335
1336,active,Loan in good standing,2023-01-25,1336
1337,active,Loan in good standing,2022-07-25,1337
1338,closed,Loan successfully repaid,2022-05-16,1338
1339,active,Loan in good standing,2023-11-26,1339
1340,overdue,Payment overdue,2023-08-22,1340
1341,closed,Loan successfully repaid,2022-01-08,1341
1342,closed,Loan successfully repaid,2022-01-13,1342
1343,overdue,Payment overdue,2023-05-07,1343
1344,overdue,Payment overdue,2020-09-09,1344
1345,active,Loan in good standing,2019-05-28,1345
1346,closed,Loan successfully repaid,2020-02-25,1346
1347,active,Loan in good standing,2023-11-26,1347
1348,active,Loan in good standing,2018-11-13,1348
1349,overdue,Payment overdue,2023-11-24,1349
1350,closed,Loan successfully repaid,2021-02-22,1350
1351,closed,Loan successfully repaid,2022-01-28,1351
1352,closed,Loan successfully repaid,2022-07-30,1352
1353,overdue,Payment overdue,2023-05-24,1353
1354,closed,Loan successfully repaid,2022-04-03,1354
1355,active,Loan in good standing,2023-11-26,1355
1356,overdue,Payment overdue,2023-08-10,1356
1357,closed,Loan successfully repaid,2019-08-10,1357
1358,active,Loan in good standing,2023-04-10,1358
1359,closed,Loan successfully repaid,2022-07-08,1359
1360,overdue,Payment overdue,2021-07-02,1360
1361,closed,Loan successfully repaid,2018-08-11,1361
1362,overdue,Payment overdue,2022-07-07,1362
1363,active,Loan in good standing,2023-07-04,1363
1364,overdue,Payment overdue,2022-12-12,1364
1365,closed,Loan successfully repaid,2020-07-14,1365
1366,active,Loan in good standing,2023-08-31,1366
1367,closed,Loan successfully repaid,2020-06-30,1367
1368,closed,Loan successfully repaid,2022-03-26,1368
1369,closed,Loan successfully repaid,2019-02-24,1369
1370,closed,Loan successfully repaid,2020-01-27,1370
1371,overdue,Payment overdue,2021-08-02,1371
1372,active,Loan in good standing,2023-02-10,1372
1373,active,Loan in good standing,2021-12-03,1373
1374,closed,Loan successfully repaid,2022-09-29,1374
1375,closed,Loan successfully repaid,2021-08-06,1375
1376,active,Loan in good standing,2021-10-28,1376
1377,closed,Loan successfully repaid,2021-10-13,1377
1378,overdue,Payment overdue,2022-04-12,1378
1379,overdue,Payment overdue,2023-02-14,1379
1380,closed,Loan successfully repaid,2019-05-27,1380
1381,active,Loan in good standing,2021-03-28,1381
1382,overdue,Payment overdue,2019-07-02,1382
1383,active,Loan in good standing,2023-11-26,1383
1384,active,Loan in good standing,2023-11-26,1384
1385,active,Loan in good standing,2020-01-29,1385
1386,closed,Loan successfully repaid,2017-04-15,1386
1387,active,Loan in good standing,2023-05-20,1387
1388,overdue,Payment overdue,2021-04-10,1388
1389,closed,Loan successfully repaid,2021-07-20,1389
1390,overdue,Payment overdue,2022-07-31,1390
1391,overdue,Payment overdue,2022-01-23,1391
1392,overdue,Payment overdue,2019-11-17,1392
1393,active,Loan in good standing,2022-10-18,1393
1394,overdue,Payment overdue,2020-04-29,1394
1395,overdue,Payment overdue,2022-08-09,1395
1396,active,Loan in good standing,2023-11-26,1396
1397,overdue,Payment overdue,2022-08-25,1397
1398,overdue,Payment overdue,2020-10-02,1398
1399,closed,Loan successfully repaid,2018-02-24,1399
1400,closed,Loan successfully repaid,2016-10-09,1400
1401,active,Loan in good standing,2021-05-25,1401
1402,overdue,Payment overdue,2020-02-22,1402
1403,overdue,Payment overdue,2021-12-26,1403
1404,overdue,Payment overdue,2022-11-12,1404
1405,closed,Loan successfully repaid,2018-08-06,1405
1406,closed,Loan successfully repaid,2022-12-16,1406
1407,active,Loan in good standing,2023-09-08,1407
1408,overdue,Payment overdue,2018-09-18,1408
1409,active,Loan in good standing,2023-11-26,1409
1410,closed,Loan successfully repaid,2023-06-06,1410
1411,closed,Loan successfully repaid,2016-10-17,1411
1412,overdue,Payment overdue,2021-05-15,1412
1413,closed,Loan successfully repaid,2017-05-16,1413
1414,active,Loan in good standing,2023-10-10,1414
1415,active,Loan in good standing,2022-11-02,1415
1416,overdue,Payment overdue,2020-05-19,1416
1417,closed,Loan successfully repaid,2021-08-09,1417
1418,active,Loan in good standing,2023-06-10,1418
1419,active,Loan in good standing,2023-07-05,1419
1420,closed,Loan successfully repaid,2022-03-23,1420
1421,active,Loan in good standing,2023-09-01,1421
1422,closed,Loan successfully repaid,2018-12-04,1422
1423,closed,Loan successfully repaid,2016-05-14,1423
1424,overdue,Payment overdue,2022-01-16,1424
1425,overdue,Payment overdue,2021-06-30,1425
1426,closed,Loan successfully repaid,2020-11-07,1426
1427,active,Loan in good standing,2023-11-05,1427
1428,active,Loan in good standing,2023-11-26,1428
1429,active,Loan in good standing,2023-11-04,1429
1430,closed,Loan successfully repaid,2021-03-28,1430
1431,active,Loan in good standing,2023-11-26,1431
1432,closed,Loan successfully repaid,2023-11-06,1432
1433,closed,Loan successfully repaid,2017-01-02,1433
1434,overdue,Payment overdue,2023-07-03,1434
1435,active,Loan in good standing,2023-10-27,1435
1436,overdue,Payment overdue,2023-03-15,1436
1437,active,Loan in good standing,2022-12-06,1437
1438,overdue,Payment overdue,2021-08-23,1438
1439,active,Loan in good standing,2023-11-26,1439
1440,active,Loan in good standing,2021-05-12,1440
1441,active,Loan in good standing,2023-11-26,1441
1442,active,Loan in good standing,2021-01-08,1442
1443,overdue,Payment overdue,2022-09-02,1443
1444,closed,Loan successfully repaid,2022-09-13,1444
1445,overdue,Payment overdue,2018-11-21,1445
1446,overdue,Payment overdue,2020-05-06,1446
1447,closed,Loan successfully repaid,2022-04-20,1447
1448,closed,Loan successfully repaid,2021-02-14,1448
1449,overdue,Payment overdue,2022-09-30,1449
1450,overdue,Payment overdue,2018-08-04,1450
1451,overdue,Payment overdue,2022-08-08,1451
1452,active,Loan in good standing,2023-11-26,1452
1453,closed,Loan successfully repaid,2023-08-31,1453
1454,active,Loan in good standing,2022-09-17,1454
1455,active,Loan in good standing,2023-06-01,1455
1456,closed,Loan successfully repaid,2019-12-28,1456
1457,active,Loan in good standing,2023-11-26,1457
1458,overdue,Payment overdue,2022-06-07,1458
1459,closed,Loan successfully repaid,2021-02-19,1459
1460,overdue,Payment overdue,2017-02-10,1460
1461,active,Loan in good standing,2023-06-15,1461
1462,closed,Loan successfully repaid,2021-01-09,1462
1463,closed,Loan successfully repaid,2022-12-29,1463
1464,closed,Loan successfully repaid,2018-08-23,1464
1465,closed,Loan successfully repaid,2022-11-27,1465
1466,active,Loan in good standing,2023-11-26,1466
1467,overdue,Payment overdue,2022-03-29,1467
1468,overdue,Payment overdue,2023-10-31,1468
1469,closed,Loan successfully repaid,2021-12-18,1469
1470,active,Loan in good standing,2023-02-18,1470
1471,closed,Loan successfully repaid,2023-02-15,1471
1472,overdue,Payment overdue,2020-10-27,1472
1473,overdue,Payment overdue,2023-04-07,1473
1474,overdue,Payment overdue,2021-11-09,1474
1475,closed,Loan successfully repaid,2023-03-07,1475
1476,active,Loan in good standing,2023-09-30,1476
1477,closed,Loan successfully repaid,2021-07-22,1477
1478,active,Loan in good standing,2022-01-08,1478
1479,overdue,Payment overdue,2021-01-20,1479
1480,closed,Loan successfully repaid,2020-04-26,1480
1481,closed,Loan successfully repaid,2021-10-26,1481
1482,overdue,Payment overdue,2023-08-31,1482
1483,overdue,Payment overdue,2022-09-22,1483
1484,overdue,Payment overdue,2023-06-26,1484
1485,overdue,Payment overdue,2023-02-09,1485
1486,overdue,Payment overdue,2021-10-27,1486
1487,overdue,Payment overdue,2023-08-25,1487
1488,active,Loan in good standing,2023-11-26,1488
1489,overdue,Payment overdue,2023-01-13,1489
1490,active,Loan in good standing,2021-12-10,1490
1491,closed,Loan successfully repaid,2021-02-19,1491
1492,overdue,Payment overdue,2022-10-31,1492
1493,closed,Loan successfully repaid,2020-07-09,1493
1494,active,Loan in good standing,2023-11-26,1494
1495,active,Loan in good standing,2023-03-15,1495
1496,active,Loan in good standing,2022-09-18,1496
1497,closed,Loan successfully repaid,2017-10-24,1497
1498,active,Loan in good standing,2023-06-03,1498
1499,active,Loan in good standing,2023-02-21,1499
1500,overdue,Payment overdue,2020-11-23,1500
