loan_agreement_id,loan_amount,loan_issue_date,loan_repayment_date,account_id,type_of_loan_id
1187,115361,2022-11-03,2024-08-13,1187,1187
1188,32392,2024-01-03,2024-10-15,1188,1188
1189,65453,2016-04-13,2019-01-11,1189,1189
1190,118047,2022-07-04,2025-03-09,1190,1190
1191,144288,2022-07-16,2023-01-13,1191,1191
1192,29279,2019-10-27,2024-02-19,1192,1192
1193,113112,2018-12-06,2021-08-05,1193,1193
1194,49884,2022-12-08,2023-11-16,1194,1194
1195,108927,2018-05-15,2021-04-22,1195,1195
1196,133256,2017-05-23,2023-07-20,1196,1196
1197,64212,2024-11-21,2024-12-19,1197,1197
1198,103568,2018-07-19,2023-05-04,1198,1198
1199,130419,2016-06-12,2020-12-21,1199,1199
1200,35252,2020-05-16,2023-03-23,1200,1200
1201,25550,2020-03-30,2023-08-18,1201,1201
1202,13974,2022-05-25,2023-09-07,1202,1202
1203,14236,2023-02-03,2024-06-28,1203,1203
1204,54141,2024-05-13,2024-10-12,1204,1204
1205,26488,2021-04-09,2024-06-11,1205,1205
1206,147336,2018-11-28,2023-03-29,1206,1206
1207,58247,2018-05-21,2018-10-30,1207,1207
1208,12774,2023-11-24,2024-07-19,1208,1208
1209,146371,2018-03-01,2021-07-27,1209,1209
1210,98361,2017-02-18,2021-12-07,1210,1210
1211,142958,2022-03-26,2023-12-19,1211,1211
1212,35144,2019-03-14,2022-01-06,1212,1212
1213,92771,2016-07-24,2024-09-02,1213,1213
1214,138707,2022-05-14,2023-08-20,1214,1214
1215,4791,2024-01-13,2024-11-07,1215,1215
1216,133918,2017-03-19,2018-01-29,1216,1216
1217,144443,2020-04-10,2020-07-28,1217,1217
1218,99256,2018-11-09,2023-03-21,1218,1218
1219,55434,2017-12-27,2024-06-25,1219,1219
1220,7190,2020-07-19,2023-02-10,1220,1220
1221,112173,2019-01-28,2024-05-23,1221,1221
1222,61357,2019-01-06,2023-06-02,1222,1222
1223,88769,2017-04-13,2017-09-29,1223,1223
1224,26275,2022-10-04,2024-05-17,1224,1224
1225,135660,2016-03-26,2020-05-01,1225,1225
1226,55549,2018-07-01,2019-01-06,1226,1226
1227,34255,2017-06-09,2024-07-09,1227,1227
1228,37334,2021-04-02,2022-11-18,1228,1228
1229,43137,2020-01-04,2021-12-27,1229,1229
1230,92321,2018-06-19,2019-09-07,1230,1230
1231,70534,2020-01-07,2023-06-26,1231,1231
1232,130599,2023-03-31,2024-09-19,1232,1232
1233,96018,2021-12-06,2022-04-08,1233,1233
1234,23373,2016-08-04,2022-09-06,1234,1234
1235,142130,2019-07-01,2020-09-03,1235,1235
1236,132361,2022-02-26,2024-07-20,1236,1236
1237,30154,2016-03-30,2022-10-03,1237,1237
1238,23445,2024-06-17,2024-11-02,1238,1238
1239,119591,2017-02-26,2017-12-17,1239,1239
1240,124789,2022-05-12,2024-11-20,1240,1240
1241,24718,2018-05-19,2023-03-10,1241,1241
1242,77917,2020-02-06,2024-02-20,1242,1242
1243,20398,2018-02-13,2019-10-20,1243,1243
1244,45369,2018-11-27,2020-09-03,1244,1244
1245,75104,2019-11-02,2021-11-08,1245,1245
1246,12987,2020-08-20,2022-01-16,1246,1246
1247,127216,2017-11-23,2021-10-11,1247,1247
1248,80649,2024-07-18,2024-12-06,1248,1248
1249,97959,2017-11-06,2025-02-27,1249,1249
1250,114916,2019-06-16,2021-04-14,1250,1250
1251,78134,2017-06-22,2020-07-11,1251,1251
1252,94550,2018-11-26,2022-01-21,1252,1252
1253,111111,2023-06-04,2024-01-02,1253,1253
1254,80802,2022-02-09,2023-07-21,1254,1254
1255,56537,2020-06-30,2023-11-03,1255,1255
1256,119428,2020-12-26,2023-02-20,1256,1256
1257,73769,2023-04-01,2025-01-25,1257,1257
1258,135545,2019-01-30,2025-01-18,1258,1258
1259,43876,2016-01-12,2017-09-07,1259,1259
1260,132261,2023-08-27,2023-11-06,1260,1260
1261,144508,2022-12-31,2024-09-29,1261,1261
1262,63447,2019-04-18,2020-08-02,1262,1262
1263,50769,2017-11-13,2021-04-04,1263,1263
1264,56363,2016-02-17,2019-12-21,1264,1264
1265,50389,2022-08-01,2022-08-26,1265,1265
1266,66382,2022-12-26,2024-07-03,1266,1266
1267,103035,2021-12-15,2024-11-07,1267,1267
1268,147511,2017-11-29,2021-05-09,1268,1268
1269,116002,2018-09-21,2023-12-07,1269,1269
1270,57373,2024-10-12,2025-01-01,1270,1270
1271,38450,2017-12-13,2020-12-28,1271,1271
1272,3372,2019-03-01,2020-03-30,1272,1272
1273,22949,2020-07-04,2024-09-30,1273,1273
1274,43436,2019-01-01,2023-09-28,1274,1274
1275,129174,2022-01-01,2022-07-29,1275,1275
1276,11178,2020-10-28,2022-05-04,1276,1276
1277,20555,2021-09-14,2023-05-29,1277,1277
1278,30415,2021-03-23,2021-09-01,1278,1278
1279,7787,2017-09-30,2023-05-06,1279,1279
1280,22369,2021-06-30,2023-09-09,1280,1280
1281,19397,2016-12-11,2019-08-16,1281,1281
1282,93258,2023-04-19,2024-04-27,1282,1282
1283,24578,2022-08-06,2023-08-01,1283,1283
1284,48320,2019-01-03,2020-05-02,1284,1284
1285,20360,2016-05-21,2022-01-27,1285,1285
1286,140730,2025-03-07,2025-03-10,1286,1286
1287,93409,2017-12-12,2024-10-27,1287,1287
1288,79914,2021-11-21,2024-11-05,1288,1288
1289,146643,2017-11-09,2019-09-22,1289,1289
1290,30797,2016-11-17,2019-09-10,1290,1290
1291,108325,2016-11-22,2019-02-23,1291,1291
1292,24354,2020-09-02,2022-12-21,1292,1292
1293,132223,2024-11-14,2025-02-19,1293,1293
1294,20395,2022-08-06,2024-04-26,1294,1294
1295,108858,2020-08-17,2022-09-30,1295,1295
1296,117187,2022-10-11,2024-11-22,1296,1296
1297,39613,2020-01-31,2024-05-13,1297,1297
1298,87814,2019-04-08,2020-07-03,1298,1298
1299,25807,2019-06-30,2022-09-20,1299,1299
1300,66403,2019-08-14,2022-02-28,1300,1300
1301,72374,2018-07-28,2024-09-27,1301,1301
1302,63376,2024-04-27,2024-06-10,1302,1302
1303,30893,2020-06-17,2024-10-11,1303,1303
1304,76848,2016-02-27,2023-12-14,1304,1304
1305,106784,2022-06-01,2023-04-20,1305,1305
1306,102309,2021-01-03,2022-12-22,1306,1306
1307,50042,2021-07-01,2024-04-14,1307,1307
1308,78399,2016-04-16,2024-08-19,1308,1308
1309,32614,2022-04-13,2023-09-29,1309,1309
1310,99532,2019-05-04,2022-08-31,1310,1310
1311,125025,2023-02-27,2023-08-27,1311,1311
1312,57623,2019-04-14,2022-04-15,1312,1312
1313,149979,2023-06-20,2023-10-10,1313,1313
1314,81327,2017-07-28,2019-03-13,1314,1314
1315,103383,2023-09-02,2024-04-13,1315,1315
1316,99993,2018-04-02,2023-07-23,1316,1316
1317,145226,2018-08-26,2019-08-05,1317,1317
1318,149428,2019-05-04,2023-08-14,1318,1318
1319,113462,2022-05-02,2023-09-23,1319,1319
1320,73369,2019-11-14,2022-05-08,1320,1320
1321,49283,2019-09-03,2019-10-17,1321,1321
1322,5394,2021-04-13,2023-11-25,1322,1322
1323,106331,2018-11-21,2021-08-26,1323,1323
1324,96116,2019-06-08,2021-03-28,1324,1324
1325,133811,2019-05-15,2024-03-15,1325,1325
1326,57285,2019-05-30,2019-06-09,1326,1326
1327,96670,2020-11-15,2022-03-22,1327,1327
1328,68630,2022-02-16,2023-08-24,1328,1328
1329,16131,2024-07-20,2024-12-05,1329,1329
1330,149738,2020-02-27,2022-03-19,1330,1330
1331,43695,2023-06-11,2023-07-26,1331,1331
1332,43977,2020-12-17,2024-12-31,1332,1332
1333,113020,2017-03-27,2022-03-21,1333,1333
1334,54619,2020-11-11,2023-10-28,1334,1334
1335,97244,2016-12-07,2020-06-01,1335,1335
1336,76234,2022-03-29,2024-04-12,1336,1336
1337,103126,2022-01-02,2024-08-11,1337,1337
1338,49021,2022-05-16,2022-08-02,1338,1338
1339,25368,2025-02-04,2025-02-20,1339,1339
1340,61207,2018-05-09,2023-08-21,1340,1340
1341,392,2021-12-18,2023-04-08,1341,1341
1342,119096,2020-07-26,2022-02-13,1342,1342
1343,85977,2021-11-22,2023-05-06,1343,1343
1344,18285,2016-06-03,2020-09-05,1344,1344
1345,97311,2018-04-21,2024-01-28,1345,1345
1346,146306,2016-11-28,2022-02-18,1346,1346
1347,62822,2024-11-29,2025-03-02,1347,1347
1348,40120,2018-01-29,2024-10-10,1348,1348
1349,96398,2022-12-10,2023-11-15,1349,1349
1350,114862,2021-01-08,2021-04-23,1350,1350
1351,43365,2017-05-17,2023-04-26,1351,1351
1352,101407,2022-03-30,2022-09-27,1352,1352
1353,5574,2020-06-07,2023-05-17,1353,1353
1354,142083,2020-09-01,2022-07-26,1354,1354
1355,146534,2024-11-19,2025-01-17,1355,1355
1356,104488,2022-06-20,2023-08-01,1356,1356
1357,42662,2019-03-13,2021-10-27,1357,1357
1358,93127,2020-10-24,2024-12-31,1358,1358
1359,45348,2019-11-10,2023-10-12,1359,1359
1360,102753,2018-11-06,2021-06-24,1360,1360
1361,148831,2017-05-13,2019-01-12,1361,1361
1362,85557,2020-05-03,2022-07-05,1362,1362
1363,40756,2017-10-21,2025-01-13,1363,1363
1364,100437,2017-09-16,2022-12-09,1364,1364
1365,57853,2020-05-24,2020-08-19,1365,1365
1366,135235,2022-12-26,2024-04-21,1366,1366
1367,74267,2017-09-20,2021-07-07,1367,1367
1368,126363,2022-02-06,2022-06-26,1368,1368
1369,19594,2016-12-07,2020-08-08,1369,1369
1370,99465,2018-02-25,2023-03-05,1370,1370
1371,52667,2020-09-27,2021-07-25,1371,1371
1372,92698,2023-01-18,2024-07-03,1372,1372
1373,132321,2019-01-25,2024-09-19,1373,1373
1374,111631,2022-03-28,2023-08-12,1374,1374
1375,20771,2021-04-30,2023-06-01,1375,1375
1376,74254,2021-09-11,2024-12-23,1376,1376
1377,85702,2021-09-11,2022-01-07,1377,1377
1378,20224,2021-01-05,2022-04-02,1378,1378
1379,35701,2022-09-29,2023-02-07,1379,1379
1380,101043,2017-12-11,2020-01-04,1380,1380
1381,132188,2018-09-04,2024-06-07,1381,1381
1382,108707,2019-03-11,2019-06-25,1382,1382
1383,139692,2024-09-14,2025-02-20,1383,1383
1384,125723,2024-04-08,2024-06-12,1384,1384
1385,97550,2019-05-22,2024-12-29,1385,1385
1386,46937,2016-02-09,2019-01-25,1386,1386
1387,69664,2022-09-27,2025-03-08,1387,1387
1388,101463,2016-12-24,2021-04-02,1388,1388
1389,12747,2021-07-01,2021-12-03,1389,1389
1390,90494,2022-05-09,2022-07-30,1390,1390
1391,31136,2018-06-25,2022-01-21,1391,1391
1392,125864,2017-07-18,2019-11-10,1392,1392
1393,78021,2021-07-18,2024-02-22,1393,1393
1394,90428,2018-08-02,2020-04-21,1394,1394
1395,21766,2021-07-21,2022-08-03,1395,1395
1396,57180,2024-04-29,2024-06-13,1396,1396
1397,114607,2019-08-25,2022-08-18,1397,1397
1398,143297,2017-05-02,2020-10-01,1398,1398
1399,117892,2018-02-13,2018-05-23,1399,1399
1400,76283,2016-06-05,2021-02-14,1400,1400
1401,64062,2019-11-13,2024-02-01,1401,1401
1402,125534,2018-04-21,2020-02-19,1402,1402
1403,101658,2017-05-05,2021-12-23,1403,1403
1404,115188,2021-10-19,2022-11-04,1404,1404
1405,2597,2018-06-21,2018-10-12,1405,1405
1406,124611,2022-11-28,2023-10-18,1406,1406
1407,146999,2023-03-02,2024-06-10,1407,1407
1408,105254,2016-09-08,2018-09-10,1408,1408
1409,28240,2024-01-07,2025-01-01,1409,1409
1410,126103,2023-06-03,2023-06-07,1410,1410
1411,57165,2016-04-14,2017-03-26,1411,1411
1412,7282,2017-10-27,2021-05-06,1412,1412
1413,141832,2016-09-11,2018-11-22,1413,1413
1414,111792,2019-02-09,2025-01-29,1414,1414
1415,97322,2022-10-06,2025-01-06,1415,1415
1416,51981,2016-01-17,2020-05-09,1416,1416
1417,65114,2020-10-30,2023-07-28,1417,1417
1418,76738,2016-10-02,2023-12-18,1418,1418
1419,136273,2020-02-04,2025-02-06,1419,1419
1420,104881,2018-05-05,2023-09-23,1420,1420
1421,48976,2023-04-24,2024-10-06,1421,1421
1422,101116,2018-01-05,2019-11-19,1422,1422
1423,75393,2016-05-05,2017-05-11,1423,1423
1424,74826,2019-05-31,2022-01-15,1424,1424
1425,43268,2020-04-12,2021-06-27,1425,1425
1426,61930,2020-03-15,2021-02-09,1426,1426
1427,112288,2023-08-16,2024-03-22,1427,1427
1428,85058,2024-10-13,2025-01-15,1428,1428
1429,128339,2022-10-06,2025-02-18,1429,1429
1430,142680,2020-12-13,2023-06-29,1430,1430
1431,48504,2024-08-29,2024-10-04,1431,1431
1432,128650,2023-10-28,2023-11-07,1432,1432
1433,120687,2016-03-13,2021-08-20,1433,1433
1434,54895,2022-05-06,2023-06-29,1434,1434
1435,111259,2019-02-27,2024-02-24,1435,1435
1436,89142,2016-02-13,2023-03-13,1436,1436
1437,126900,2022-04-09,2024-03-22,1437,1437
1438,67752,2018-04-25,2021-08-17,1438,1438
1439,115717,2025-01-20,2025-02-01,1439,1439
1440,61741,2020-08-01,2025-02-06,1440,1440
1441,147107,2024-01-18,2024-07-05,1441,1441
1442,60494,2019-01-21,2025-02-08,1442,1442
1443,19885,2022-04-19,2022-08-30,1443,1443
1444,105381,2022-06-28,2023-01-19,1444,1444
1445,38039,2016-10-30,2018-11-18,1445,1445
1446,48152,2017-12-19,2020-04-26,1446,1446
1447,111963,2019-11-16,2023-05-30,1447,1447
1448,140039,2020-04-21,2023-07-02,1448,1448
1449,43367,2022-06-28,2022-09-29,1449,1449
1450,122327,2016-11-03,2018-07-31,1450,1450
1451,109849,2021-12-28,2022-08-01,1451,1451
1452,49856,2025-01-13,2025-01-16,1452,1452
1453,148960,2023-07-26,2023-10-10,1453,1453
1454,99156,2022-09-16,2024-09-01,1454,1454
1455,42784,2021-10-14,2024-02-18,1455,1455
1456,89409,2019-06-19,2021-04-16,1456,1456
1457,92427,2024-09-09,2024-09-18,1457,1457
1458,110989,2019-11-09,2022-05-30,1458,1458
1459,2103,2017-10-24,2022-01-09,1459,1459
1460,103708,2016-11-19,2017-02-02,1460,1460
1461,15824,2023-04-05,2024-01-12,1461,1461
1462,83769,2016-10-13,2023-04-29,1462,1462
1463,81978,2022-03-28,2023-06-21,1463,1463
1464,58291,2017-08-02,2020-05-13,1464,1464
1465,26012,2022-10-28,2023-09-14,1465,1465
1466,55478,2024-01-17,2024-01-26,1466,1466
1467,83052,2018-06-22,2022-03-21,1467,1467
1468,16817,2023-04-22,2023-10-28,1468,1468
1469,83253,2021-04-30,2022-04-20,1469,1469
1470,28803,2021-05-27,2024-04-17,1470,1470
1471,48330,2021-06-23,2023-09-30,1471,1471
1472,32383,2020-04-21,2020-10-19,1472,1472
1473,54447,2016-10-30,2023-04-03,1473,1473
1474,123701,2020-10-17,2021-11-03,1474,1474
1475,124012,2022-09-10,2023-06-21,1475,1475
1476,21782,2023-08-23,2025-01-14,1476,1476
1477,44113,2019-08-30,2023-02-01,1477,1477
1478,57154,2019-09-10,2024-03-27,1478,1478
1479,12703,2017-04-04,2021-01-16,1479,1479
1480,44943,2018-12-15,2021-11-16,1480,1480
1481,148559,2021-10-16,2023-09-04,1481,1481
1482,118055,2018-02-25,2023-08-24,1482,1482
1483,113253,2018-09-20,2022-09-12,1483,1483
1484,112238,2020-10-09,2023-06-17,1484,1484
1485,135565,2016-03-14,2023-02-01,1485,1485
1486,17423,2020-08-10,2021-10-19,1486,1486
1487,13740,2021-04-11,2023-08-18,1487,1487
1488,77940,2024-08-22,2024-11-07,1488,1488
1489,71315,2019-02-24,2023-01-10,1489,1489
1490,83059,2019-09-20,2023-12-26,1490,1490
1491,22496,2021-01-11,2021-07-24,1491,1491
1492,12574,2020-06-18,2022-10-25,1492,1492
1493,45121,2019-07-22,2020-11-05,1493,1493
1494,134072,2024-08-12,2024-08-18,1494,1494
1495,7109,2022-12-23,2024-01-14,1495,1495
1496,9395,2022-01-23,2025-02-13,1496,1496
1497,129393,2017-07-02,2019-02-22,1497,1497
1498,13533,2023-03-17,2024-12-26,1498,1498
1499,141495,2023-02-16,2024-05-01,1499,1499
1500,128721,2020-07-08,2020-11-14,1500,1500
